阿伦方差,a'lun'fang'cha
塔式天线,ta'shi'tian'xian
塌陷处,ta'xian'chu
塌陷点,ta'xian'dian
塌陷发生后,ta'xian'fa'sheng'hou
塌陷发生前,ta'xian'fa'sheng'qian
塌陷后,ta'xian'hou
塌陷坑,ta'xian'keng
塌陷灾害,ta'xian'zai'hai
泰白灰,tai'bai'hui
太白青,tai'bai'qing
台班,tai'ban
薹菜,tai'cai
台风,tai'feng
泰丰酒店用品,tai'feng'jiu'dian'yong'pin
太古宙,tai'gu'zhou
泰国大红花,tai'guo'da'hong'hua
台阶式,tai'jie'shi
台阶石,tai'jie'shi
台卡计,tai'ka'ji
台口侧幕,tai'kou'ce'mu
台口高度,tai'kou'gao'du
台口式路基,tai'kou'shi'lu'ji
台口檐幕,tai'kou'yan'mu
台面,tai'mian
台日,tai'ri
泰森多边形,tai'sen'duo'bian'xing
钛酸钡陶瓷,tai'suan'bei'tao'ci
钛酸镧,tai'suan'lan
台湾草,tai'wan'cao
台湾相思,tai'wan'xiang'si
钛系陶瓷,tai'xi'tao'ci
太阳白麻,tai'yang'bai'ma
太阳岛上,tai'yang'dao'shang
太阳镜,tai'yang'jing
太阳紫外辐射,tai'yang'zi'wai'fu'she
泰柚,tai'you
泰柚夹板,tai'you'jia'ban
抬运,tai'yun
太子胡,tai'zi'hu
太子湖,tai'zi'hu
探测率,tan'ce'lv
昙花,tan'hua
弹簧插销,tan'huang'cha'xiao
弹簧度盘秤,tan'huang'du'pan'cheng
弹簧现象,tan'huang'xian'xiang
炭粒传声器,tan'li'chuan'sheng'qi
坍落度,tan'luo'du
碳膜电阻器,tan'mo'dian'zu'qi
摊铺,tan'pu
摊铺设备,tan'pu'she'bei
谭启志,tan'qi'zhi
探亲路费,tan'qin'lu'fei
探伤机,tan'shang'ji
弹塑性,tan'su'xing
钽酸锂晶体,tan'suan'li'jing'ti
碳酸盐岩岩溶,tan'suan'yan'yan'yan'rong
弹性板,tan'xing'ban
弹性地板,tan'xing'di'ban
弹性劲度常量,tan'xing'jin'du'chang'liang
弹性楼板,tan'xing'lou'ban
弹性模量,tan'xing'mo'liang
弹性顺服常量,tan'xing'shun'fu'chang'liang
碳循环,tan'xun'huan
探源溯流,tan'yuan'su'liu
搪瓷标牌,tang'ci'biao'pai
搪瓷锅,tang'ci'guo
唐辉明,tang'hui'ming
糖料作物,tang'liao'zuo'wu
唐三彩,tang'san'cai
糖用甜菜,tang'yong'tian'cai
陶瓷换能器,tao'ci'huan'neng'qi
陶瓷锦砖,tao'ci'jin'zhuan
陶瓷滤波器,tao'ci'lv'bo'qi
陶瓷敏感器,tao'ci'min'gan'qi
陶瓷砖胚,tao'ci'zhuan'pei
套方,tao'fang
桃花,tao'hua
套牢,tao'lao
桃木贴面板,tao'mu'tie'mian'ban
桃色忍冬,tao'se'ren'dong
套袖,tao'xiu
套装礼品,tao'zhuang'li'pin
套装文具,tao'zhuang'wen'ju
特长波通信,te'chang'bo'tong'xin
特低频通信,te'di'pin'tong'xin
特高频通信,te'gao'pin'tong'xin
特级红钻,te'ji'hong'zuan
特坚石,te'jian'shi
特利红,te'li'hong
特殊路基,te'shu'lu'ji
特殊照明,te'shu'zhao'ming
特性,te'xing
特雅米黄,te'ya'mi'huang
特征抽取,te'zheng'chou'qu
特征词,te'zheng'ci
特征文法,te'zheng'wen'fa
腾锋五金工具,teng'feng'wu'jin'gong'ju
腾济林,teng'ji'lin
滕先成,teng'xian'cheng
提拔导管,ti'ba'dao'guan
剃齿刀,ti'chi'dao
替代误差,ti'dai'wu'cha
梯度模板,ti'du'mu'ban
梯段板,ti'duan'ban
嚏根草,ti'gen'cao
踢脚板标高,ti'jiao'ban'biao'gao
梯井,ti'jing
涕泪涟涟,ti'lei'lian'lian
梯梁,ti'liang
提莫菲维小麦,ti'mo'fei'wei'xiao'mai
梯跑,ti'pao
梯田,ti'tian
梯田农业,ti'tian'nong'ye
替位杂质,ti'wei'za'zhi
体细胞杂交,ti'xi'bao'za'jiao
体系转换,ti'xi'zhuan'huan
体效应,ti'xiao'ying
体型,ti'xing
梯形畸变,ti'xing'ji'bian
甜菜,tian'cai
甜菜收获机,tian'cai'shou'huo'ji
甜菜象虫,tian'cai'xiang'chong
填充脉冲,tian'chong'mai'chong
填充体积率,tian'chong'ti'ji'lv
天敌,tian'di
填方,tian'fang
甜瓜,tian'gua
田横,tian'heng
田横岛,tian'heng'dao
田横镇,tian'heng'zhen
天花,tian'hua
田间去杂,tian'jian'qu'za
田间释放,tian'jian'shi'fang
填料,tian'liao
天幕,tian'mu
天气,tian'qi
天气预报,tian'qi'yu'bao
填嵌密实,tian'qian'mi'shi
天桥楼梯,tian'qiao'lou'ti
天桥爬梯,tian'qiao'pa'ti
天然草原,tian'ran'cao'yuan
天然堤,tian'ran'di
填石路堤,tian'shi'lu'di
田薯,tian'shu
填洼量,tian'wa'liang
天线,tian'xian
天线杆,tian'xian'gan
天线塔,tian'xian'ta
天线引下线,tian'xian'yin'xia'xian
天线引线,tian'xian'yin'xian
天星白麻,tian'xing'bai'ma
填筑,tian'zhu
挑板,tiao'ban
条播机,tiao'bo'ji
条带状分布,tiao'dai'zhuang'fen'bu
挑灯拨火,tiao'deng'bo'huo
调幅度表,tiao'fu'du'biao
调幅广播,tiao'fu'guang'bo
调幅系数,tiao'fu'xi'shu
调光室,tiao'guang'shi
调和平均数,tiao'he'ping'jun'shu
条件熵,tiao'jian'shang
调节控制器,tiao'jie'kong'zhi'qi
调节气候,tiao'jie'qi'hou
调解气候,tiao'jie'qi'hou
调节装置,tiao'jie'zhuang'zhi
条例,tiao'li
条料石,tiao'liao'shi
调料作物,tiao'liao'zuo'wu
调流解压阀,tiao'liu'jie'ya'fa
挑流消能,tiao'liu'xiao'neng
挑毛剔刺,tiao'mao'ti'ci
跳模,tiao'mo
调配反射计,tiao'pei'fan'she'ji
调配器,tiao'pei'qi
调频广播,tiao'pin'guang'bo
调频激光器,tiao'pin'ji'guang'qi
调频雷达,tiao'pin'lei'da
调频失真,tiao'pin'shi'zhen
调平层,tiao'ping'ceng
调速手柄,tiao'su'shou'bing
跳台,tiao'tai
跳跳床,tiao'tiao'chuang
跳头,tiao'tou
条纹米黄,tiao'wen'mi'huang
调谐销钉,tiao'xie'xiao'ding
条形基础,tiao'xing'ji'chu
条形激光器,tiao'xing'ji'guang'qi
挑檐檩,tiao'yan'lin
跳跃,tiao'yue
跳闸,tiao'zha
调整带,tiao'zheng'dai
调治构造物,tiao'zhi'gou'zao'wu
调制失真,tiao'zhi'shi'zhen
条柱显示,tiao'zhu'xian'shi
条子工程,tiao'zi'gong'cheng
铁编花,tie'bian'hua
铁磁共振线宽,tie'ci'gong'zhen'xian'kuan
铁磁示波器,tie'ci'shi'bo'qi
铁磁弹性体,tie'ci'tan'xing'ti
铁磁显示,tie'ci'xian'shi
铁磁性,tie'ci'xing
铁电半导体釉,tie'dian'ban'dao'ti'you
铁电电滞回线,tie'dian'dian'zhi'hui'xian
铁电显示,tie'dian'xian'shi
铁钉,tie'ding
铁工厂,tie'gong'chang
铁轨,tie'gui
铁海棠,tie'hai'tang
铁件,tie'jian
铁路交通安全,tie'lu'jiao'tong'an'quan
铁镍蓄电池,tie'nie'xu'dian'chi
铁皮剪,tie'pi'jian
贴坡,tie'po
铁锹,tie'qiao
铁丝网架,tie'si'wang'jia
铁算子,tie'suan'zi
铁线莲,tie'xian'lian
铁心线圈,tie'xin'xian'quan
铁氧体法,tie'yang'ti'fa
铁氧体天线,tie'yang'ti'tian'xian
铁氧体永磁体,tie'yang'ti'yong'ci'ti
铁制不粘锅,tie'zhi'bu'zhan'guo
停车视距,ting'che'shi'ju
停点,ting'dian
停机备用,ting'ji'bei'yong
停靠表,ting'kao'biao
听课记录表,ting'ke'ji'lu'biao
听力测试室,ting'li'ce'shi'shi
听洒线,ting'sa'xian
停滞费,ting'zhi'fei
停止作业,ting'zhi'zuo'ye
同步传递方式,tong'bu'chuan'di'fang'shi
同步广播,tong'bu'guang'bo
同步基线,tong'bu'ji'xian
同步运行,tong'bu'yun'xing
同步转移方式,tong'bu'zhuan'yi'fang'shi
通长,tong'chang
通长筋,tong'chang'jin
同城结算,tong'cheng'jie'suan
通道,tong'dao
通导孔,tong'dao'kong
砼地泵,tong'di'beng
砼垫层,tong'dian'ceng
通东办事处,tong'dong'ban'shi'chu
同度量因素,tong'du'liang'yin'su
痛断肝肠,tong'duan'gan'chang
通风,tong'feng
通风机房,tong'feng'ji'fang
通风口,tong'feng'kou
通风竖井,tong'feng'shu'jing
通风系统进口,tong'feng'xi'tong'jin'kou
砼规,tong'gui
通过式功率计,tong'guo'shi'gong'lv'ji
通航水位,tong'hang'shui'wei
通货膨胀,tong'huo'peng'zhang
统计,tong'ji
统计报表制度,tong'ji'bao'biao'zhi'du
统计表,tong'ji'biao
统计调查,tong'ji'diao'cha
统计调查方案,tong'ji'diao'cha'fang'an
统计分组法,tong'ji'fen'zu'fa
统计假设检验,tong'ji'jia'she'jian'yan
统计监督,tong'ji'jian'du
统计检验,tong'ji'jian'yan
统计判决,tong'ji'pan'jue
统计容许区间,tong'ji'rong'xu'qu'jian
统计容许限,tong'ji'rong'xu'xian
同济水厂,tong'ji'shui'chang
铜及铜锭,tong'ji'tong'ding
统计图,tong'ji'tu
统计预测,tong'ji'yu'ce
统计指数,tong'ji'zhi'shu
统计总体,tong'ji'zong'ti
通进深,tong'jin'shen
同孔,tong'kong
同类群,tong'lei'qun
同粒径集料,tong'li'jing'ji'liao
通路,tong'lu
铜铝鼻子,tong'lv'bi'zi
铜面,tong'mian
铜面防火板,tong'mian'fang'huo'ban
通面阔,tong'mian'kuo
通明透亮,tong'ming'tou'liang
桐木芯,tong'mu'xin
砼汽车泵,tong'qi'che'beng
通山幅,tong'shan'fu
同态处理,tong'tai'chu'li
同态系统,tong'tai'xi'tong
痛痛病,tong'tong'bing
通透性土壤,tong'tou'xing'tu'rang
同位素富集度,tong'wei'su'fu'ji'du
同位素交换,tong'wei'su'jiao'huan
同位素药盒,tong'wei'su'yao'he
同相抑制比,tong'xiang'yi'zhi'bi
通宵不眠,tong'xiao'bu'mian
通信保密,tong'xin'bao'mi
通信保密设备,tong'xin'bao'mi'she'bei
同心导线,tong'xin'dao'xian
通信对抗,tong'xin'dui'kang
铜芯绝缘导线,tong'xin'jue'yuan'dao'xian
通信媒介,tong'xin'mei'jie
通信卫星,tong'xin'wei'xing
通信系统工程,tong'xin'xi'tong'gong'cheng
铜芯橡皮线,tong'xin'xiang'pi'xian
通信业务工程,tong'xin'ye'wu'gong'cheng
通讯条,tong'xun'tiao
同业拆借市场,tong'ye'chai'jie'shi'chang
统一工作方法,tong'yi'gong'zuo'fang'fa
通用大样,tong'yong'da'yang
通用构件,tong'yong'gou'jian
通用机架,tong'yong'ji'jia
通用计数器,tong'yong'ji'shu'qi
通用示波器,tong'yong'shi'bo'qi
通用图样,tong'yong'tu'yang
同源多倍体,tong'yuan'duo'bei'ti
通则,tong'ze
铜质挂锁,tong'zhi'gua'suo
同址计算,tong'zhi'ji'suan
同质结激光器,tong'zhi'jie'ji'guang'qi
铜止水,tong'zhi'shui
同质外延,tong'zhi'wai'yan
同轴磁控管,tong'zhou'ci'kong'guan
同轴继电器,tong'zhou'ji'dian'qi
同轴全息术,tong'zhou'quan'xi'shu
透层,tou'ceng
投放器,tou'fang'qi
透光层,tou'guang'ceng
透红外晶体,tou'hong'wai'jing'ti
透红外陶瓷,tou'hong'wai'tao'ci
透镜,tou'jing
头盔显示,tou'kui'xian'shi
透明包菜,tou'ming'bao'cai
透明腻子,tou'ming'ni'zi
透明陶瓷,tou'ming'tao'ci
透明铁电陶瓷,tou'ming'tie'dian'tao'ci
透明瓦,tou'ming'wa
偷情盗爱,tou'qing'dao'ai
头饰,tou'shi
透水度试验,tou'shui'du'shi'yan
透水深度,tou'shui'shen'du
透水性荷兰砖,tou'shui'xing'he'lan'zhuan
偷心造,tou'xin'zao
投药,tou'yao
投影管,tou'ying'guan
投影后,tou'ying'hou
投运时间,tou'yun'shi'jian
投资概算,tou'zi'gai'suan
投资估算指标,tou'zi'gu'suan'zhi'biao
投资控制,tou'zi'kong'zhi
投资林业,tou'zi'lin'ye
土耙,tu'ba
土坝,tu'ba
突变,tu'bian
突变第二代,tu'bian'di'er'dai
突变光纤,tu'bian'guang'xian
突变结,tu'bian'jie
突变谱,tu'bian'pu
突变体种质库,tu'bian'ti'zhong'zhi'ku
突变易发点,tu'bian'yi'fa'dian
土地分级,tu'di'fen'ji
土地改良,tu'di'gai'liang
土地规划,tu'di'gui'hua
土地划分,tu'di'hua'fen
土地开垦,tu'di'kai'ken
土地利用率,tu'di'li'yong'lv
土地评价,tu'di'ping'jia
土地平整,tu'di'ping'zheng
土地沙化,tu'di'sha'hua
土地生产力,tu'di'sheng'chan'li
土地适宜性,tu'di'shi'yi'xing
土地统计,tu'di'tong'ji
土地退化,tu'di'tui'hua
土地质量,tu'di'zhi'liang
土钉,tu'ding
土钉墙,tu'ding'qiang
土洞,tu'dong
土耳其红,tu'er'qi'hong
土耳其米黄,tu'er'qi'mi'huang
突发差错,tu'fa'cha'cuo
突发长度,tu'fa'chang'du
土方开挖,tu'fang'kai'wa
土方调配,tu'fang'tiao'pei
土方调配图,tu'fang'tiao'pei'tu
凸缝,tu'feng
图幅,tu'fu
图幅编号,tu'fu'bian'hao
图幅号,tu'fu'hao
图幅面积,tu'fu'mian'ji
图根点,tu'gen'dian
土工布,tu'gong'bu
土工试验,tu'gong'shi'yan
土工织物,tu'gong'zhi'wu
吐古尔白,tu'gu'er'bai
图号,tu'hao
土基干湿类型,tu'ji'gan'shi'lei'xing
土基回弹模量,tu'ji'hui'tan'mo'liang
土建,tu'jian
图例,tu'li
图例说明,tu'li'shuo'ming
凸面,tu'mian
土木工具,tu'mu'gong'ju
土内水流,tu'nei'shui'liu
突诺红,tu'nuo'hong
图片拼接,tu'pian'pin'jie
土戚,tu'qi
土壤比重,tu'rang'bi'zhong
土壤处置,tu'rang'chu'zhi
土壤调查,tu'rang'diao'cha
土壤冻结,tu'rang'dong'jie
土壤肥力,tu'rang'fei'li
土壤腐殖质,tu'rang'fu'zhi'zhi
土壤改良剂,tu'rang'gai'liang'ji
土壤耕性,tu'rang'geng'xing
土壤含水量,tu'rang'han'shui'liang
土壤环境,tu'rang'huan'jing
土壤胶体,tu'rang'jiao'ti
土壤结持度,tu'rang'jie'chi'du
土壤结皮,tu'rang'jie'pi
土壤抗蚀性,tu'rang'kang'shi'xing
土壤流失,tu'rang'liu'shi
土壤毛管作用,tu'rang'mao'guan'zuo'yong
土壤年,tu'rang'nian
土壤排水,tu'rang'pai'shui
土壤侵蚀,tu'rang'qin'shi
土壤侵蚀程度,tu'rang'qin'shi'cheng'du
土壤侵蚀强度,tu'rang'qin'shi'qiang'du
土壤热通量,tu'rang're'tong'liang
土壤生产力,tu'rang'sheng'chan'li
土壤水,tu'rang'shui
土壤酸度,tu'rang'suan'du
土壤特性,tu'rang'te'xing
土壤条件,tu'rang'tiao'jian
土壤通气,tu'rang'tong'qi
土壤温度,tu'rang'wen'du
土壤物理性质,tu'rang'wu'li'xing'zhi
土壤吸湿水,tu'rang'xi'shi'shui
土壤有效水,tu'rang'you'xiao'shui
土壤蒸发计,tu'rang'zheng'fa'ji
土壤质地,tu'rang'zhi'di
土壤质量评价,tu'rang'zhi'liang'ping'jia
土壤重力水,tu'rang'zhong'li'shui
土人参,tu'ren'can
秃山披绿装,tu'shan'pi'lv'zhuang
土沈香,tu'shen'xiang
吐实,tu'shi
土石方爆破,tu'shi'fang'bao'po
土石方开挖,tu'shi'fang'kai'wa
土石方填筑,tu'shi'fang'tian'zhu
土石山区,tu'shi'shan'qu
图书馆,tu'shu'guan
土体压力,tu'ti'ya'li
土体压力盒,tu'ti'ya'li'he
图文电视,tu'wen'dian'shi
图文电视广播,tu'wen'dian'shi'guang'bo
图文法,tu'wen'fa
图象变换,tu'xiang'bian'huan
图象编码,tu'xiang'bian'ma
图象重建,tu'xiang'chong'jian
图象分割,tu'xiang'fen'ge
图象合成,tu'xiang'he'cheng
图象恢复,tu'xiang'hui'fu
图象畸变,tu'xiang'ji'bian
图象平滑,tu'xiang'ping'hua
图象平均,tu'xiang'ping'jun
图象锐化,tu'xiang'rui'hua
图象通道,tu'xiang'tong'dao
图象退化,tu'xiang'tui'hua
图象显示,tu'xiang'xian'shi
图象旋转,tu'xiang'xuan'zhuan
图象压缩,tu'xiang'ya'suo
图象运动补偿,tu'xiang'yun'dong'bu'chang
图像制作,tu'xiang'zhi'zuo
凸型,tu'xing
图形,tu'xing
图样,tu'yang
图纸复制,tu'zhi'fu'zhi
图纸名称,tu'zhi'ming'cheng
团块,tuan'kuai
湍流,tuan'liu
团团簇簇,tuan'tuan'cu'cu
退潮,tui'chao
颓废淫荡,tui'fei'yin'dang
推覆体,tui'fu'ti
退卷积,tui'juan'ji
推流曝气,tui'liu'bao'qi
推山,tui'shan
退湿,tui'shi
退水段,tui'shui'duan
退水期,tui'shui'qi
退水曲线,tui'shui'qu'xian
退缩性溶解度,tui'suo'xing'rong'jie'du
退台,tui'tai
颓运,tui'yun
吞吐量,tun'tu'liang
拖把,tuo'ba
拖车工具,tuo'che'gong'ju
脱臭,tuo'chou
托儿所,tuo'er'suo
脱附,tuo'fu
脱碱,tuo'jian
脱胶,tuo'jiao
托脚,tuo'jiao
拖拉机,tuo'la'ji
陀螺定向测量,tuo'luo'ding'xiang'ce'liang
陀螺定向误差,tuo'luo'ding'xiang'wu'cha
陀螺方位角排,tuo'luo'fang'wei'jiao'pai
陀螺水准仪,tuo'luo'shui'zhun'yi
陀螺仪子午线,tuo'luo'yi'zi'wu'xian
脱模剂,tuo'mo'ji
托盘,tuo'pan
托式泵,tuo'shi'beng
脱水蔬菜,tuo'shui'shu'cai
脱氧鸟苷酸,tuo'yang'niao'gan'suan
脱氧腺苷酸,tuo'yang'xian'gan'suan
洼地蓄水量,wa'di'xu'shui'liang
洼淀,wa'dian
瓦漆,wa'qi
蛙式打夯机,wa'shi'da'hang'ji
挖树坑,wa'shu'keng
瓦特,wa'te
挖填,wa'tian
挖土,wa'tu
挖运,wa'yun
挖装,wa'zhuang
外标准,wai'biao'zhun
外部管道系统,wai'bu'guan'dao'xi'tong
外部结构,wai'bu'jie'gou
外部接口,wai'bu'jie'kou
外部排水系统,wai'bu'pai'shui'xi'tong
外差检测,wai'cha'jian'ce
外稿,wai'gao
外光电效应,wai'guang'dian'xiao'ying
外荷载,wai'he'zai
外接,wai'jie
外距,wai'ju
外力,wai'li
外露排水管,wai'lu'pai'shui'guan
外露式,wai'lu'shi
外门廊,wai'men'lang
外排水系统,wai'pai'shui'xi'tong
外墙,wai'qiang
外墙挂板,wai'qiang'gua'ban
外墙专用,wai'qiang'zhuan'yong
外墙专用底泥,wai'qiang'zhuan'yong'di'ni
外墙专用底漆,wai'qiang'zhuan'yong'di'qi
外墙专用腻子,wai'qiang'zhuan'yong'ni'zi
外事口,wai'shi'kou
外为中用,wai'wei'zhong'yong
外协工作量,wai'xie'gong'zuo'liang
外延堆垛层错,wai'yan'dui'duo'ceng'cuo
外延缺陷,wai'yan'que'xian
外延伸,wai'yan'shen
外檐柱,wai'yan'zhu
外业工作,wai'ye'gong'zuo
外运耕植客土,wai'yun'geng'zhi'ke'tu
外柱,wai'zhu
完备电信业务,wan'bei'dian'xin'ye'wu
弯沉试验,wan'chen'shi'yan
顽匪,wan'fei
完工清洁费,wan'gong'qing'jie'fei
弯管接头,wan'guan'jie'tou
玩忽职守罪,wan'hu'zhi'shou'zui
晚花杨,wan'hua'yang
腕级,wan'ji
弯剪扭,wan'jian'niu
弯拉应力,wan'la'ying'li
弯扭,wan'niu
弯桥,wan'qiao
弯曲机,wan'qu'ji
弯曲率,wan'qu'lv
完全混合曝气,wan'quan'hun'he'bao'qi
完全随机设计,wan'quan'sui'ji'she'ji
完全位错,wan'quan'wei'cuo
晚熟性,wan'shu'xing
万太湖,wan'tai'hu
弯头,wan'tou
碗头推板,wan'tou'tui'ban
万元指标,wan'yuan'zhi'biao
弯嘴钳,wan'zui'qian
王波,wang'bo
王朝米黄,wang'chao'mi'huang
望春搪瓷炊具,wang'chun'tang'ci'chui'ju
王春燕,wang'chun'yan
网点,wang'dian
网点板法,wang'dian'ban'fa
网督,wang'du
往复真空泵,wang'fu'zhen'kong'beng
网哥,wang'ge
网格栅,wang'ge'shan
网关,wang'guan
网姐,wang'jie
王克明,wang'ke'ming
网络布线系统,wang'luo'bu'xian'xi'tong
网络分析仪,wang'luo'fen'xi'yi
网球花,wang'qiu'hua
王圈,wang'quan
王圈水库,wang'quan'shui'ku
王氏玻璃杯,wang'shi'bo'li'bei
王树昌,wang'shu'chang
王述强,wang'shu'qiang
忘私遏欲,wang'si'e'yu
网纹白,wang'wen'bai
网纹大花白,wang'wen'da'hua'bai
网文法,wang'wen'fa
网纹干扰,wang'wen'gan'rao
网纹构造,wang'wen'gou'zao
王文龙,wang'wen'long
网纹绿,wang'wen'lv
王新颖,wang'xin'ying
网易结构,wang'yi'jie'gou
望远镜,wang'yuan'jing
王者殿堂,wang'zhe'dian'tang
网中漫步,wang'zhong'man'bu
网状阴极,wang'zhuang'yin'ji
微安,wei'an
微表处,wei'biao'chu
微波,wei'bo
微波磁学,wei'bo'ci'xue
微波电子学,wei'bo'dian'zi'xue
微波管,wei'bo'guan
微波航道信标,wei'bo'hang'dao'xin'biao
微波接力通信,wei'bo'jie'li'tong'xin
微波烤箱,wei'bo'kao'xiang
微波全息雷达,wei'bo'quan'xi'lei'da
微波散射计,wei'bo'san'she'ji
微波铁氧体,wei'bo'tie'yang'ti
韦伯效应,wei'bo'xiao'ying
微波中继通信,wei'bo'zhong'ji'tong'xin
微波着陆系统,wei'bo'zhuo'lu'xi'tong
伪彩色,wei'cai'se
围产期监护仪,wei'chan'qi'jian'hu'yi
微尘,wei'chen
维持,wei'chi
维持真空泵,wei'chi'zhen'kong'beng
微处理器,wei'chu'li'qi
位错,wei'cuo
位错环,wei'cuo'huan
卫导,wei'dao
胃电描记术,wei'dian'miao'ji'shu
微分电路,wei'fen'dian'lu
微分迁移率,wei'fen'qian'yi'lv
微分相位,wei'fen'xiang'wei
微分增益,wei'fen'zeng'yi
微光电视,wei'guang'dian'shi
微光夜视仪,wei'guang'ye'shi'yi
危害程度预测,wei'hai'cheng'du'yu'ce
围焊,wei'han
纬衡,wei'heng
维护,wei'hu
维护林区稳定,wei'hu'lin'qu'wen'ding
微机信息系统,wei'ji'xin'xi'xi'tong
维锦,wei'jin
围垦地,wei'ken'di
微坑,wei'keng
微孔过滤器,wei'kong'guo'lv'qi
维拉红,wei'la'hong
微粒灰岩,wei'li'hui'yan
微量元素,wei'liang'yuan'su
未列,wei'lie
帷幕灌浆,wei'mu'guan'jiang
维纳金麻,wei'na'jin'ma
维纳滤波器,wei'na'lv'bo'qi
维纳斯白麻,wei'na'si'bai'ma
维纳斯米黄,wei'na'si'mi'huang
围墙内,wei'qiang'nei
微丘区,wei'qiu'qu
微缺陷,wei'que'xian
微三角形法,wei'san'jiao'xing'fa
微扫接收机,wei'sao'jie'shou'ji
维莎蓝,wei'sha'lan
卫生间,wei'sheng'jian
卫生间洁具,wei'sheng'jian'jie'ju
卫生器具当量,wei'sheng'qi'ju'dang'liang
微生物敏感器,wei'sheng'wu'min'gan'qi
伪随机码测距,wei'sui'ji'ma'ce'ju
伪随机序列,wei'sui'ji'xu'lie
微体,wei'ti
微调电感器,wei'tiao'dian'gan'qi
微调电位器,wei'tiao'dian'wei'qi
位同步,wei'tong'bu
微通道板,wei'tong'dao'ban
危险标志,wei'xian'biao'zhi
危险场所,wei'xian'chang'suo
危险电压,wei'xian'dian'ya
危险化学品,wei'xian'hua'xue'pin
危险品库,wei'xian'pin'ku
危险信号灯,wei'xian'xin'hao'deng
纬向构造体系,wei'xiang'gou'zao'ti'xi
威胁等级,wei'xie'deng'ji
卫星覆盖区,wei'xing'fu'gai'qu
卫星广播,wei'xing'guang'bo
卫星监视雷达,wei'xing'jian'shi'lei'da
维修,wei'xiu
围堰,wei'yan
围岩,wei'yan
围岩压力,wei'yan'ya'li
尾叶桉,wei'ye'an
位移,wei'yi
位移比,wei'yi'bi
未预见用水量,wei'yu'jian'yong'shui'liang
卫浴设施,wei'yu'she'shi
位于武汉市,wei'yu'wu'han'shi
伪噪声码,wei'zao'sheng'ma
位置报告系统,wei'zhi'bao'gao'xi'tong
伪装码,wei'zhuang'ma
文本,wen'ben
纹波电压,wen'bo'dian'ya
温差异重流,wen'cha'yi'zhong'liu
温床,wen'chuang
温床栽培,wen'chuang'zai'pei
温带,wen'dai
温带多雨气候,wen'dai'duo'yu'qi'hou
稳定锤投影,wen'ding'chui'tou'ying
稳定电源,wen'ding'dian'yuan
稳定塘,wen'ding'tang
稳定土拌和机,wen'ding'tu'ban'he'ji
稳定土基层,wen'ding'tu'ji'ceng
稳定谐振腔,wen'ding'xie'zhen'qiang
稳定性,wen'ding'xing
稳定指数,wen'ding'zhi'shu
温度报警器,wen'du'bao'jing'qi
温度缝,wen'du'feng
温度环境,wen'du'huan'jing
温度敏感器,wen'du'min'gan'qi
温度梯度,wen'du'ti'du
温度应力,wen'du'ying'li
温度雨量图,wen'du'yu'liang'tu
文法推断,wen'fa'tui'duan
文号索引,wen'hao'suo'yin
文化旅游,wen'hua'lv'you
稳健,wen'jian
文件题名,wen'jian'ti'ming
文具盒,wen'ju'he
纹理,wen'li
纹绿,wen'lv
蚊母树,wen'mu'shu
纹泥,wen'ni
稳频管,wen'pin'guan
稳谱器,wen'pu'qi
温泉镇,wen'quan'zhen
温室,wen'shi
温湿度测控仪,wen'shi'du'ce'kong'yi
温室管理,wen'shi'guan'li
温式冷却塔,wen'shi'leng'que'ta
温室通风,wen'shi'tong'feng
温室效应,wen'shi'xiao'ying
文书档案,wen'shu'dang'an
文书件皮,wen'shu'jian'pi
文书卷皮,wen'shu'juan'pi
文殊兰,wen'shu'lan
稳压变压器,wen'ya'bian'ya'qi
稳压电器,wen'ya'dian'qi
文竹,wen'zhu
文字报告,wen'zi'bao'gao
渥堆,wo'dui
沃尔斯康系统,wo'er'si'kang'xi'tong
莴笋,wo'sun
武安混乱,wu'an'hun'luan
无壁犁,wu'bi'li
误比特率,wu'bi'te'lv
无病毒果树,wu'bing'du'guo'shu
五踩,wu'cai
五彩丽,wu'cai'li
五彩洒金,wu'cai'sa'jin
五彩铁,wu'cai'tie
误差场,wu'cha'chang
无差错信道,wu'cha'cuo'xin'dao
误差显示器,wu'cha'xian'shi'qi
误差圆半径,wu'cha'yuan'ban'jing
无尘车间,wu'chen'che'jian
无刺,wu'ci
无刺构骨,wu'ci'gou'gu
庑殿,wu'dian
屋顶,wu'ding
屋顶出入孔,wu'ding'chu'ru'kong
屋顶机房,wu'ding'ji'fang
屋顶天线,wu'ding'tian'xian
屋顶通风管,wu'ding'tong'feng'guan
屋顶游泳池,wu'ding'you'yong'chi
无逗点码,wu'dou'dian'ma
无阀滤池,wu'fa'lv'chi
无放回抽样,wu'fang'hui'chou'yang
无方向性信标,wu'fang'xiang'xing'xin'biao
屋废,wu'fei
五峰组,wu'feng'zu
误符,wu'fu
无腹筋,wu'fu'jin
无负筋,wu'fu'jin
无辐射复合,wu'fu'she'fu'he
圬工桥,wu'gong'qiao
污垢,wu'gou
污垢热阻,wu'gou're'zu
五沽河,wu'gu'he
武汉市政府,wu'han'shi'zheng'fu
武汉岩溶,wu'han'yan'rong
武汉岩溶汇报,wu'han'yan'rong'hui'bao
武汉岩溶勘察,wu'han'yan'rong'kan'cha
无痕防滑托盘,wu'hen'fang'hua'tuo'pan
物候观测,wu'hou'guan'ce
